latitude,longitude,state,zipcode
41.8868,-87.6475,Illinois,60006
35.529,-97.5434,Oklahoma,70301
42.0286,-71.226,Massachusetts,200
39.7587,-94.8296,Missouri,60405
41.6646,-93.691,Iowa,50001
45.3917,-84.6287,Michigan,0
32.3053,-85.1677,Alabama,30608
29.9737,-90.0838,Louisiana,70001
43.611,-116.189,Idaho,80307
38.0075,-121.295,California,90502
33.735,-116.302,California,90202
37.6698,-122.138,California,90405
41.2281,-80.5108,Pennsylvania,10601
39.6123,-104.88,Colorado,80001
28.5559,-81.3535,Florida,30208
41.9558,-87.6923,Illinois,60006
48.1726,-103.661,North Dakota,50808
34.5295,-77.4111,North Carolina,20804
39.7033,-105.039,Colorado,80002
43.2299,-86.2385,Michigan,40904
32.3147,-80.9779,South Carolina,0
35.49,-81.2066,North Carolina,20800
39.6697,-79.8596,West Virginia,20605
32.7884,-79.8628,South Carolina,20904
37.4063,-79.1633,Virginia,20405
46.8507,-96.8215,North Dakota,50801
29.5565,-81.219,Florida,30201
38.1698,-85.7711,Kentucky,40002
41.4768,-90.4754,Illinois,60102
40.4661,-74.4098,New Jersey,80801
34.4349,-119.683,California,90301
34.1512,-79.7924,South Carolina,20905
42.6797,-84.5772,Michigan,40809
36.076,-87.3995,Tennessee,30700
39.6035,-79.8986,West Virginia,20605
32.3331,-90.097,Mississippi,30902
36.5839,-87.3153,Tennessee,30700
41.5142,-90.4939,Illinois,60102
35.4863,-82.5289,North Carolina,20808
48.3448,-100.406,North Dakota,0
32.0078,-81.2421,Georgia,30104
33.4306,-79.1392,South Carolina,20905
43.0513,-87.8921,Wisconsin,50302
40.1967,-74.032,New Jersey,70705
41.1385,-96.0123,Nebraska,60801
47.6856,-117.067,Washington,90900
40.2584,-75.9833,Pennsylvania,10905
39.2642,-84.4712,Ohio,40502
40.1049,-76.5059,Pennsylvania,10705
32.8066,-117.26,California,90201
44.7173,-85.6335,Michigan,40906
47.6702,-122.117,Washington,90800
36.8012,-119.738,California,90307
45.0128,-93.2658,Minnesota,50504
41.5918,-93.6124,Iowa,50003
32.4172,-93.7177,Louisiana,70101
45.1155,-87.2064,Wisconsin,50402
43.2321,-83.1988,Michigan,40804
32.2224,-90.0472,Mississippi,30901
42.3446,-71.139,Massachusetts,204
42.7665,-84.5006,Michigan,40808
39.4417,-78.9731,West Virginia,20607
34.2769,-118.717,California,90300
32.9376,-96.8077,Texas,70502
46.1463,-122.962,Washington,90806
36.3811,-94.2792,Arkansas,70207
37.973,-84.5113,Kentucky,40005
39.9375,-82.7787,Ohio,40300
42.0674,-76.0938,New York,10308
32.856,-79.9219,South Carolina,0
36.8158,-76.1248,Virginia,20304
33.7193,-78.9472,South Carolina,20905
32.141,-110.906,Arizona,80507
27.896,-82.3384,Florida,30305
21.2898,-157.811,Hawaii,90601
42.3948,-71.7939,Massachusetts,10508
42.8178,-73.9457,New York,10203
39.9667,-88.344,Illinois,60108
43.4333,-83.9389,Michigan,40806
40.1918,-74.0167,New Jersey,70701
39.6348,-104.814,Colorado,80000
40.5848,-122.926,California,90600
33.486,-86.7987,Alabama,30502
37.0286,-113.612,Utah,0
34.7722,-80.3966,South Carolina,20907
36.9623,-76.2654,Virginia,20305
29.9225,-90.0225,Louisiana,70001
34.0701,-117.867,California,90107
36.3291,-119.681,California,90302
47.6145,-122.322,Washington,90801
36.8172,-119.87,California,90307
34.7825,-77.3919,North Carolina,20805
34.1348,-118.258,California,90102
42.889,-85.5993,Michigan,40905
42.3165,-122.841,Oregon,90705
30.4056,-91.0365,Louisiana,70007
35.2012,-106.652,New Mexico,80701
37.2712,-79.9443,Virginia,20400
43.1945,-89.215,Wisconsin,50305
44.9466,-68.6877,Maine,40406
42.7722,-73.7072,New York,10200
27.975,-82.7019,Florida,30307
42.751,-78.8248,New York,10400
43.1624,-87.9898,Wisconsin,50302
41.721,-71.4721,Rhode Island,20808
39.9818,-83.1457,Ohio,40301
37.5082,-122.297,California,90400
40.7626,-73.977,New York,10000
33.6956,-117.739,California,90206
30.5229,-97.7745,Texas,70807
43.0666,-87.898,Wisconsin,50302
39.3653,-74.4103,New Jersey,80400
36.2872,-80.8554,North Carolina,20806
36.0482,-95.8844,Oklahoma,0
39.955,-75.1971,Pennsylvania,10901
32.2542,-90.265,Mississippi,30902
39.9573,-75.1596,Pennsylvania,10901
44.014,-92.4438,Minnesota,50509
41.0645,-83.6293,Ohio,40508
64.7583,-147.376,Alaska,90907
35.9211,-84.0308,Tennessee,30709
43.0825,-89.3653,Wisconsin,50307
39.9767,-105.079,Colorado,80000
26.1798,-98.2098,Texas,70805
38.1101,-85.6584,Kentucky,40002
40.7509,-96.608,Nebraska,60805
42.2501,-83.7476,Michigan,40801
34.0598,-118.394,California,90002
30.1848,-85.7202,Florida,30204
39.8574,-84.2924,Ohio,40503
39.9345,-82.022,Ohio,40307
32.7973,-79.9415,South Carolina,20904
37.3475,-76.8276,Virginia,20301
45.4855,-122.623,Oregon,90702
32.0702,-81.053,Georgia,30104
39.7023,-104.917,Colorado,80002
38.9126,-77.0282,District of Columbia,20000
38.5684,-92.1565,Missouri,60501
34.8448,-82.2622,South Carolina,0
45.5345,-122.856,Oregon,90700
33.5109,-111.994,Arizona,80500
33.9754,-117.315,California,90205
37.4397,-79.1926,Virginia,20405
36.1257,-86.8122,Tennessee,30702
32.8393,-116.756,California,90109
30.1921,-97.7868,Texas,70807
35.5882,-90.562,Arkansas,0
46.2715,-119.223,Washington,90903
38.4249,-121.471,California,90507
39.9511,-75.1655,Pennsylvania,10901
37.2982,-121.93,California,90501
43.1846,-89.223,Wisconsin,50305
43.044,-87.9049,Wisconsin,50302
42.3053,-83.248,Michigan,40801
41.6727,-86.2535,Indiana,40606
34.7084,-86.7052,Alabama,30508
46.2841,-119.191,Washington,0
40.5946,-73.9566,New York,10102
37.4135,-121.888,California,90500
37.6954,-89.2189,Illinois,60209
39.2636,-84.4695,Ohio,40502
61.2117,-149.862,Alaska,90500
33.7416,-112.123,Arizona,80503
35.1506,-106.569,New Mexico,80701
40.4026,-111.68,Utah,80400
42.2167,-85.9049,Michigan,40900
37.3723,-122.065,California,90400
48.1738,-103.653,North Dakota,50808
46.2838,-119.189,Washington,0
44.4855,-87.9791,Wisconsin,50403
46.6949,-92.1024,Wisconsin,50408
30.2096,-97.8064,Texas,70807
47.7896,-116.794,Idaho,80308
35.9207,-83.6703,Tennessee,0
38.004,-121.348,California,90502
39.2233,-96.5813,Kansas,60605
41.0466,-81.5677,Ohio,40403
29.7517,-95.4054,Texas,70700
29.7365,-95.5436,Texas,70700
39.9343,-86.2394,Indiana,40600
30.2233,-81.5519,Florida,30202
30.4677,-97.6889,Texas,70807
25.817,-80.1204,Florida,30301
40.8183,-73.9426,New York,10000
41.7387,-81.3075,Ohio,40400
27.9913,-82.5576,Florida,30306
40.8015,-96.7052,Nebraska,60805
46.6253,-68.0103,Maine,40706
41.7515,-72.7166,Connecticut,60101
34.1749,-119.231,California,90300
35.9263,-84.0686,Tennessee,30709
45.5287,-122.636,Oregon,90702
43.3361,-75.7442,New York,10303
32.808,-97.2276,Texas,70601
38.3157,-77.4958,Virginia,20204
41.9708,-91.6775,Iowa,50204
36.0666,-79.2938,North Carolina,20700
42.2756,-84.9858,Michigan,40900
43.965,-75.6245,New York,10306
38.8897,-76.8925,Maryland,20007
35.0762,-92.4045,Arkansas,70200
27.9614,-82.4597,Florida,30306
39.4067,-119.751,Nevada,80905
30.3925,-87.6963,Alabama,30605
30.8657,-89.1433,Mississippi,30905
26.7079,-81.8639,Florida,30309
37.8004,-121.189,California,90503
41.5448,-90.5861,Iowa,50208
40.0597,-105.069,Colorado,80005
36.6846,-121.793,California,90309
35.1347,-106.522,New Mexico,80701
40.5735,-105.101,Colorado,80005
40.047,-92.9327,Missouri,60305
29.9825,-90.0877,Louisiana,70001
27.9904,-82.5738,Florida,30306
35.9212,-84.0309,Tennessee,30709
61.2886,-148.894,Alaska,0
30.5627,-97.8157,Texas,70806
39.7159,-75.1206,New Jersey,800
40.6598,-73.7206,New York,10105
39.8334,-75.7533,Pennsylvania,10903
27.7088,-97.4094,Texas,70804
42.2636,-89.085,Illinois,60101
34.3024,-77.8404,North Carolina,20804
36.1277,-95.9377,Oklahoma,70401
33.023,-80.0906,South Carolina,20904
35.335,-80.8531,North Carolina,20802
40.1919,-75.6653,Pennsylvania,10904
42.9691,-85.695,Michigan,40905
42.7221,-73.691,New York,10201
42.0797,-76.8311,New York,10409
39.4396,-75.2609,New Jersey,80300
44.2974,-120.845,Oregon,90707
36.6163,-121.927,California,90309
32.6342,-83.6292,Georgia,30100
34.3537,-89.5275,Mississippi,30806
43.0743,-70.7639,New Hampshire,30800
43.0867,-89.2094,Wisconsin,50305
41.5209,-81.584,Ohio,40401
35.6112,-82.5522,North Carolina,20808
44.162,-94.0061,Minnesota,50600
39.667,-79.9772,West Virginia,20605
40.736,-96.6408,Nebraska,60805
31.2361,-85.392,Alabama,30603
40.6936,-73.9198,New York,10102
48.175,-103.647,North Dakota,50808
33.1061,-117.303,California,90200
44.8054,-68.7611,Maine,40400
45.6391,-122.65,Washington,90806
32.7832,-80.0003,South Carolina,20904
40.8681,-73.4879,New York,10107
41.6725,-93.7066,Iowa,50001
26.0518,-80.2515,Florida,30303
40.8145,-96.7009,Nebraska,60805
41.912,-93.596,Iowa,50001
46.5845,-112.028,Montana,50906
42.7385,-84.4899,Michigan,40808
44.6996,-87.5215,Wisconsin,50402
36.0738,-94.2066,Arkansas,70207
34.9882,-90.003,Mississippi,30806
41.8257,-80.0016,Pennsylvania,10604
38.4164,-122.698,California,90504
42.2969,-83.9727,Michigan,40801
42.9998,-82.4346,Michigan,40800
36.0848,-94.1703,Arkansas,70207
36.9919,-86.4231,Kentucky,40201
45.5028,-94.1479,Minnesota,50603
39.3472,-76.4407,Maryland,20102
39.4311,-77.4022,Maryland,20107
37.6642,-120.731,California,90503
30.5905,-96.3324,Texas,70708
35.2045,-111.642,Arizona,80606
26.2748,-81.6913,Florida,30401
43.5835,-84.7896,Michigan,40808
37.6893,-121.006,California,90503
39.4196,-84.2061,Ohio,40500
31.9412,-102.403,Texas,0
46.94,-92.05,Minnesota,50508
33.1565,-117.349,California,90200
46.353,-94.1899,Minnesota,50604
41.7084,-86.0614,Indiana,40605
40.339,-75.9111,Pennsylvania,10906
35.5667,-82.5339,North Carolina,20808
40.879,-83.8914,Ohio,40508
44.0441,-123.086,Oregon,90704
41.6488,-91.5594,Iowa,50202
38.7132,-90.4513,Missouri,60300
30.142,-92.0715,Louisiana,70005
42.3103,-83.3418,Michigan,40801
29.0807,-82.1652,Florida,30404
37.7531,-121.481,California,90503
35.8902,-83.579,Tennessee,30707
39.9761,-105.153,Colorado,80000
32.5267,-92.1198,Louisiana,70102
45.7933,-108.566,Montana,50901
41.2468,-95.9572,Nebraska,60801
43.0583,-92.6602,Iowa,50006
43.9063,-91.0893,Wisconsin,50406
41.0936,-75.1187,Pennsylvania,10803
30.3085,-97.6849,Texas,70807
35.123,-82.5398,South Carolina,20906
42.9205,-78.8699,New York,10402
40.4938,-81.4419,Ohio,40406
47.4181,-120.315,Washington,90808
40.7938,-74.0023,New Jersey,70004
42.85,-82.4764,Michigan,40800
39.1237,-121.661,California,90509
61.183,-149.814,Alaska,90905
44.0549,-91.651,Minnesota,50509
29.6403,-82.4067,Florida,30206
32.9342,-96.8546,Texas,70500
42.5249,-83.103,Michigan,40800
36.0179,-95.908,Oklahoma,70401
38.9857,-77.0976,Maryland,20008
26.2152,-81.5367,Florida,30401
42.8877,-85.598,Michigan,40905
38.1839,-85.7106,Kentucky,40002
39.2845,-77.2391,Maryland,20008
41.4262,-90.5739,Illinois,60102
44.044,-123.08,Oregon,90704
37.5264,-79.683,Virginia,20400
35.9457,-78.6433,North Carolina,20706
39.949,-75.1612,Pennsylvania,10901
42.2009,-70.9482,Massachusetts,20108
44.9483,-93.2256,Minnesota,50504
39.2642,-84.4715,Ohio,40502
47.7039,-122.176,Washington,90800
26.5126,-81.5704,Florida,0
33.8579,-117.751,California,90208
30.2029,-92.0327,Louisiana,70005
42.9194,-83.7291,Michigan,0
39.5219,-119.9,Nevada,80905
33.7378,-116.304,California,90202
34.7442,-112.022,Arizona,80602
39.0823,-108.542,Colorado,80105
42.6719,-70.6228,Massachusetts,10906
44.0522,-123.107,Oregon,90704
40.443,-74.1434,New Jersey,70703
46.8172,-95.8453,Minnesota,50605
37.7271,-97.2878,Kansas,60702
40.0064,-105.252,Colorado,80003
40.0544,-83.0171,Ohio,40302
39.4593,-77.9739,West Virginia,20504
44.9635,-89.6438,Wisconsin,50404
43.1768,-77.5171,New York,10405
34.0173,-81.0447,South Carolina,20902
35.9045,-79.0769,North Carolina,20705
29.5845,-90.7239,Louisiana,70003
44.3262,-90.8264,Wisconsin,0
45.646,-122.634,Washington,90806
30.16,-97.7409,Texas,70807
42.1285,-70.9459,Massachusetts,20305
32.5131,-94.773,Texas,70506
43.6314,-116.311,Idaho,80307
40.106,-82.8358,Ohio,40300
40.3229,-76.0141,Pennsylvania,10906
39.1558,-84.611,Ohio,40502
48.3306,-101.316,North Dakota,0
38.1937,-92.7455,Missouri,60500
42.232,-85.5953,Michigan,40900
33.7222,-84.4238,Georgia,30003
39.9881,-75.2402,Pennsylvania,10901
35.3466,-119.05,California,90303
41.552,-93.5767,Iowa,50003
38.2369,-85.7249,Kentucky,40002
31.5198,-97.0968,Texas,70607
43.4501,-76.515,New York,10301
43.1928,-89.2093,Wisconsin,50305
39.394,-77.4369,Maryland,0
40.0039,-74.1188,New Jersey,80705
40.5051,-88.9968,Illinois,60107
29.0422,-81.2863,Florida,30207
29.1138,-81.0267,Florida,30201
39.9937,-83.1489,Ohio,40300
44.5231,-109.076,Wyoming,0
29.9411,-90.0739,Louisiana,70001
32.8428,-96.5918,Texas,70500
37.7885,-122.394,California,90401
32.8443,-96.9525,Texas,70500
38.8998,-77.0152,District of Columbia,20000
44.9493,-93.3162,Minnesota,50504
38.9689,-119.918,Nevada,80904
39.5036,-105.361,Colorado,80004
40.7043,-111.814,Utah,80401
30.3822,-89.0423,Mississippi,30905
32.0342,-102.093,Texas,70907
30.142,-93.2637,Louisiana,70006
25.7767,-80.1322,Florida,30301
35.0567,-78.9968,North Carolina,20803
39.2638,-84.4092,Ohio,40502
44.9728,-122.991,Oregon,90703
35.0615,-106.582,New Mexico,80701
43.1171,-76.1887,New York,10300
42.0016,-91.6694,Iowa,50204
30.5875,-96.3083,Texas,70708
33.6927,-117.303,California,90205
41.6775,-85.9309,Indiana,40605
38.9677,-92.304,Missouri,60502
33.6295,-78.9697,South Carolina,20905
34.5746,-109.662,Arizona,0
46.7987,-92.0922,Minnesota,50508
30.3452,-91.1376,Louisiana,80007
27.2356,-80.2277,Florida,30409
29.5216,-98.6051,Texas,70802
36.0612,-83.9231,Tennessee,30709
47.6835,-117.104,Washington,90900
33.1671,-87.2277,Alabama,0
33.8174,-117.98,California,90208
32.8595,-79.908,South Carolina,0
28.2565,-82.708,Florida,30406
26.3118,-98.1675,Texas,70805
44.6482,-90.1724,Wisconsin,50404
35.6539,-105.998,New Mexico,80705
32.7607,-117.072,California,90201
32.6196,-83.652,Georgia,30100
40.4803,-74.2884,New Jersey,80807
27.5669,-99.4995,Texas,70800
42.9426,-73.8984,New York,10200
37.8008,-121.189,California,90503
34.1873,-118.458,California,90104
43.0589,-74.3355,New York,10200
41.1476,-96.1789,Nebraska,60801
32.9705,-80.2243,South Carolina,20904
34.6516,-120.44,California,90304
42.1038,-86.449,Michigan,40900
44.1511,-93.9778,Minnesota,50600
40.021,-82.8079,Ohio,40300
30.4837,-97.6588,Texas,70806
44.3374,-89.0624,Wisconsin,50409
36.3057,-119.655,California,90302
36.714,-119.567,California,90306
42.7851,-83.7294,Michigan,40804
40.5189,-105.009,Colorado,80005
40.4819,-85.9714,Indiana,40609
30.7377,-95.5884,Texas,70703
42.5293,-88.9819,Wisconsin,50305
38.6848,-120.999,California,90506
47.9319,-97.1069,North Dakota,50802
42.3495,-71.1333,Massachusetts,20103
42.517,-92.3402,Iowa,50007
34.1786,-77.9169,North Carolina,20804
34.861,-82.3942,South Carolina,20906
41.0254,-73.7637,New York,10006
36.0843,-95.7934,Oklahoma,70401
42.3121,-122.825,Oregon,90705
45.6871,-111.093,Montana,50907
41.2555,-95.9449,Nebraska,60801
32.9158,-96.6718,Texas,70500
26.2111,-97.7414,Texas,70805
37.9645,-84.4837,Kentucky,40005
37.9644,-84.4838,Kentucky,40005
26.5228,-81.7065,Florida,0
34.3729,-77.7037,North Carolina,20804
35.1062,-106.665,New Mexico,80701
43.0515,-76.2693,New York,10300
46.2047,-119.138,Washington,90903
34.761,-86.7133,Alabama,0
26.8252,-80.0818,Florida,30304
41.9656,-91.7224,Iowa,50204
38.1504,-92.7276,Missouri,60500
42.7364,-73.6857,New York,10201
40.0172,-105.285,Colorado,80003
38.2162,-85.2243,Kentucky,40000
39.059,-84.1206,Ohio,40501
41.203,-112.028,Utah,80404
39.9968,-105.237,Colorado,80003
41.5613,-90.5493,Iowa,50208
30.1601,-82.6396,Florida,30200
42.0989,-80.1449,Pennsylvania,10605
39.0361,-94.5715,Missouri,60401
35.0793,-106.557,New Mexico,80701
41.7508,-124.203,California,90505
41.4785,-81.7251,Ohio,40401
42.7315,-84.6187,Michigan,40809
40.6226,-111.778,Utah,80401
35.5948,-77.339,North Carolina,20708
39.2019,-121.203,California,90509
33.8082,-116.371,California,90202
41.6038,-109.235,Wyoming,80209
42.9553,-77.2272,New York,10405
35.6832,-86.9685,Tennessee,30804
31.9264,-106.407,Texas,70909
34.0933,-84.5822,Georgia,30001
43.4194,-83.9761,Michigan,40806
37.1985,-93.2948,Missouri,60508
30.4383,-81.6603,Florida,30202
43.069,-89.3943,Wisconsin,50307
35.4358,-82.8612,North Carolina,0
43.6037,-121.595,Oregon,0
34.1281,-84.5717,Georgia,30001
44.9464,-72.1993,Vermont,50805
31.752,-89.1373,Mississippi,30904
40.0986,-105.167,Colorado,80005
30.3027,-81.6346,Florida,30202
42.3625,-83.4341,Michigan,40801
34.2092,-118.874,California,90103
40.8219,-81.9611,Ohio,40406
39.2791,-76.7328,Maryland,20102
36.0437,-78.8981,North Carolina,20707
29.6714,-82.3359,Florida,0
47.4766,-94.8842,Minnesota,50606
44.0069,-76.065,New York,10306
42.996,-71.46,New Hampshire,30100
43.5067,-96.7764,South Dakota,50701
42.419,-123.331,Oregon,90705
30.5016,-97.7769,Texas,70807
38.0371,-78.446,Virginia,20209
35.669,-105.967,New Mexico,80705
44.1844,-88.459,Wisconsin,50409
41.9045,-71.3226,Massachusetts,20806
42.3555,-71.1332,Massachusetts,20103
43.056,-82.4557,Michigan,40800
37.6657,-77.4654,Virginia,20300
40.8005,-124.139,California,90505
40.6275,-89.3357,Illinois,60107
46.2248,-119.266,Washington,90903
36.8493,-76.0158,Virginia,20304
42.8891,-77.2825,New York,10404
38.9719,-76.9554,Maryland,20007
33.024,-111.383,Arizona,80502
35.567,-82.5336,North Carolina,20808
45.8243,-108.489,Montana,50901
26.5936,-81.6619,Florida,30309
38.6276,-121.504,California,90508
21.2985,-157.804,Hawaii,90608
42.0855,-79.1725,New York,10407
42.6534,-73.7667,New York,10202
38.6454,-121.328,California,90506
47.1723,-122.295,Washington,90803
41.3224,-72.1941,Connecticut,60305
21.3914,-157.94,Hawaii,90607
41.0392,-81.4947,Ohio,40403
45.3903,-122.584,Oregon,90700
43.0134,-89.5004,Wisconsin,50307
42.4889,-123.159,Oregon,0
38.1991,-85.6043,Kentucky,40002
29.9069,-97.8179,Texas,70806
41.5295,-72.0596,Connecticut,60306
40.907,-73.8343,New York,10005
40.211,-74.0072,New Jersey,70705
36.0979,-79.2719,North Carolina,20700
44.9272,-93.1779,Minnesota,50501
29.701,-82.3889,Florida,30206
43.0924,-89.3526,Wisconsin,50307
44.5162,-89.5262,Wisconsin,50404
29.6698,-98.1123,Texas,70801
26.6165,-81.8091,Florida,30309
35.8124,-78.5415,North Carolina,20706
43.5592,-96.7641,South Dakota,50701
33.8931,-98.5343,Texas,70603
41.5351,-72.0859,Connecticut,60306
41.9544,-87.6922,Illinois,60006
35.3287,-119.093,California,90303
39.4945,-76.33,Maryland,20100
36.4532,-87.4086,Tennessee,30700
32.8606,-79.9881,South Carolina,20904
33.8887,-117.868,California,90208
40.5985,-74.3206,New Jersey,80802
43.6375,-84.1979,Michigan,40806
41.8591,-87.6451,Illinois,60006
35.2251,-80.6332,North Carolina,0
34.8134,-92.4921,Arkansas,70202
44.8571,-123.019,Oregon,90703
43.1397,-77.6077,New York,10406
39.3677,-76.5685,Maryland,20102
35.1482,-119.456,California,90302
36.1641,-86.8302,Tennessee,30702
39.2058,-76.7531,Maryland,20100
37.9731,-84.5108,Kentucky,40005
28.3487,-81.6787,Florida,30407
47.9143,-97.0764,North Dakota,50802
39.7011,-75.7375,Delaware,10907
42.3324,-71.0291,Massachusetts,20102
38.7411,-121.253,California,90506
41.6989,-83.5779,Ohio,40306
32.6409,-96.8621,Texas,70502
42.5989,-76.1801,New York,10300
38.2836,-77.4888,Virginia,20204
34.0152,-118.347,California,90000
36.1258,-95.9251,Oklahoma,70401
41.6179,-70.4555,Massachusetts,20306
31.5537,-84.1552,Georgia,30107
35.5335,-97.9591,Oklahoma,70300
32.2162,-80.7455,South Carolina,20909
48.7384,-122.474,Washington,90802
44.9587,-122.991,Oregon,90703
32.3151,-80.9775,South Carolina,0
32.2567,-110.976,Arizona,80507
42.2976,-122.882,Oregon,90705
40.0272,-75.6457,Pennsylvania,10903
32.4138,-88.6731,Mississippi,30903
32.6396,-96.9267,Texas,70501
37.5349,-77.4958,Virginia,20302
28.508,-81.3007,Florida,30208
42.5183,-84.4395,Michigan,40808
44.5074,-106.873,Wyoming,0
38.7866,-121.276,California,90507
30.2488,-92.9243,Louisiana,70006
44.4329,-89.8549,Wisconsin,50404
44.8448,-93.5599,Minnesota,50503
33.912,-117.89,California,90208
29.6712,-98.1121,Texas,70801
36.0803,-115.053,Nevada,80901
32.2732,-80.9183,South Carolina,20909
34.7666,-92.2629,Arkansas,70201
35.6374,-82.5646,North Carolina,20808
42.4362,-71.0461,Massachusetts,201
41.2941,-80.9658,Ohio,40404
42.1938,-85.5639,Michigan,40900
45.8264,-108.438,Montana,50901
41.343,-85.712,Indiana,40605
36.597,-121.852,California,90309
42.1198,-76.8877,New York,10409
32.6175,-117.026,California,90109
39.9759,-75.1285,Pennsylvania,10901
38.4586,-77.4306,Virginia,20205
43.0089,-71.468,New Hampshire,30100
40.1167,-83.0643,Ohio,80706
34.2661,-119.251,California,90300
40.3803,-104.697,Colorado,80006
44.2641,-88.4027,Wisconsin,50409
45.6464,-110.571,Montana,50900
42.3215,-122.874,Oregon,90705
32.8592,-79.9083,South Carolina,0
34.0596,-118.402,California,90000
40.647,-74.35,New Jersey,70009
34.1576,-118.391,California,90106
30.5794,-84.1296,Florida,30203
35.5492,-82.4649,North Carolina,20808
43.0329,-87.909,Wisconsin,50302
34.7683,-92.3798,Arkansas,70202
34.2513,-77.876,North Carolina,20804
41.9565,-91.6964,Iowa,50204
34.1084,-117.307,California,90204
40.4287,-79.9241,Pennsylvania,10502
44.9514,-123.033,Oregon,90703
34.7516,-92.4339,Arkansas,70202
32.9652,-117.121,California,90201
41.899,-87.6835,Illinois,60006
38.8765,-77.0143,District of Columbia,20003
41.1134,-75.273,Pennsylvania,10803
32.2369,-80.9721,South Carolina,20909
42.9273,-85.6666,Michigan,40905
38.0204,-78.5073,Virginia,20209
36.3588,-94.3028,Arkansas,70207
40.4408,-86.8669,Indiana,40709
39.1422,-77.7788,Virginia,20001
21.493,-158.029,Hawaii,90607
34.1665,-118.467,California,90104
43.0578,-85.6845,Michigan,40903
39.6495,-86.8686,Indiana,40601
30.5273,-89.6807,Mississippi,30904
34.0967,-84.5801,Georgia,30001
28.1454,-80.6625,Florida,30209
32.4496,-85.0768,Alabama,30608
43.7194,-70.3238,Maine,40009
38.017,-78.4988,Virginia,20209
39.0516,-95.7589,Kansas,60606
35.1307,-106.503,New Mexico,80701
38.6865,-104.694,Colorado,80001
37.7146,-77.7893,Virginia,20204
37.2676,-79.9425,Virginia,20400
30.1542,-92.0908,Louisiana,70005
36.8236,-119.762,California,90307
36.1886,-115.069,Nevada,80901
42.8656,-112.437,Idaho,80302
44.9455,-89.7904,Wisconsin,50404
28.1611,-80.5883,Florida,30209
37.7509,-122.432,California,90401
38.8266,-76.9492,Maryland,20007
29.4682,-98.5298,Texas,70802
42.4864,-76.4709,New York,10408
42.1259,-80.0987,Pennsylvania,10605
35.2046,-111.641,Arizona,80600
44.9861,-93.2497,Minnesota,50504
40.2194,-76.1626,Pennsylvania,10705
38.3371,-85.726,Indiana,40701
39.2162,-120.962,California,0
35.5115,-98.9795,Oklahoma,70306
37.4147,-121.902,California,90500
33.7244,-117.774,California,90206
34.7832,-77.3951,North Carolina,20805
45.0343,-92.8265,Minnesota,50500
30.6692,-88.1975,Alabama,30606
39.0298,-104.828,Colorado,80009
40.4573,-79.996,Pennsylvania,10502
42.387,-83.2733,Michigan,40802
44.4946,-103.865,South Dakota,50707
29.9969,-90.1726,Louisiana,70000
40.6031,-75.1052,New Jersey,808
40.1113,-88.2171,Illinois,60108
41.6172,-93.8586,Iowa,50002
37.7288,-84.3214,Kentucky,40004
35.3338,-94.4015,Arkansas,70209
30.1725,-92.0034,Louisiana,70005
40.8545,-111.936,Utah,80400
28.5833,-80.8009,Florida,30207
35.6756,-78.5825,North Carolina,20705
32.1871,-80.719,South Carolina,20909
38.9238,-94.6556,Kansas,60602
36.6031,-79.368,Virginia,20405
43.6237,-116.201,Idaho,80307
40.3997,-111.843,Utah,0
44.2473,-121.2,Oregon,0
35.1319,-117.941,California,90305
42.8648,-85.5672,Michigan,40905
21.3513,-158.046,Hawaii,90607
42.9567,-85.6555,Michigan,40905
40.1067,-83.2695,Ohio,40300
41.8511,-71.443,Rhode Island,20900
40.4285,-79.9244,Pennsylvania,10502
41.3943,-73.0792,Connecticut,60408
47.8881,-122.253,Washington,90802
40.8114,-77.9312,Pennsylvania,10608
32.8753,-79.9926,South Carolina,20904
20.0399,-155.607,Hawaii,90607
34.0967,-84.5808,Georgia,30001
30.5052,-97.8203,Texas,70806
33.5052,-117.732,California,90206
41.5657,-72.6575,Connecticut,60405
42.9774,-77.9851,New York,10404
28.2268,-82.3741,Florida,30305
40.5439,-88.9832,Illinois,60107
40.8239,-96.6753,Nebraska,60805
40.8472,-72.8968,New York,10109
46.2711,-119.223,Washington,90903
33.8395,-116.464,California,90202
40.1986,-75.5219,Pennsylvania,10904
33.0293,-116.854,California,90200
35.199,-97.4841,Oklahoma,70300
37.762,-122.39,California,40109
41.8841,-71.501,Rhode Island,20901
43.6015,-116.218,Idaho,80307
24.5997,-81.671,Florida,30300
42.3693,-71.1134,Massachusetts,20103
42.4406,-76.4939,New York,10408
43.5965,-86.0607,Michigan,40904
42.289,-83.3686,Michigan,40801
44.9814,-93.2632,Minnesota,50504
33.6926,-117.772,California,90206
32.8399,-96.6659,Texas,70502
46.7432,-117.156,Washington,90901
47.6541,-122.677,Washington,90803
34.2448,-119.177,California,0
27.354,-80.3962,Florida,30409
39.0905,-94.5645,Missouri,60401
33.4557,-112.069,Arizona,80500
42.2568,-83.6752,Michigan,40801
29.7839,-82.2872,Florida,0
34.151,-77.8953,North Carolina,20804
26.1782,-80.2397,Florida,30303
33.7592,-116.905,California,90205
39.5547,-84.2382,Ohio,40500
44.5603,-123.27,Oregon,90703
30.4058,-91.0362,Louisiana,70008
39.7747,-86.3274,Indiana,40602
39.4441,-84.3574,Ohio,40500
34.1967,-79.7832,South Carolina,20905
